wage,wagek,ethnicity,educ,mother_education,father_education,walk,exercise,smokenow,tense,angry,age,gender
25000,25,White,12,12,12,1,7,1,1,1,22,Female
15000,15,White,12,12,12,8,6,2,1,1,27,Female
55000,55,White,18,18,18,8,7,2,0,0,30,Male
20000,20,Hispanic,17,17,17,8,7,2,0,0,26,Female
8500,8.5,White,12,12,12,8,1,1,0,0,44,Female
0,0,White,12,12,12,1,1,2,0,0,58,Female
15000,15,White,13,13,13,5,2,1,0,0,31,Female
30000,30,Black,8,NA,NA,6,5,1,0,0,41,Male
30000,30,White,16,16,16,1,1,2,0,0,30,Male
0,0,White,12,12,12,8,1,2,0,0,66,Female
5000,5,White,13,13,13,6,7,2,2,2,54,Female
5000,5,White,14,14,14,2,3,1,0,0,18,Female
20000,20,White,12,12,12,7,7,2,1,1,31,Female
20000,20,White,15,NA,15,7,1,2,1,1,57,Female
22000,22,White,6,6,6,5,1,2,0,0,75,Male
25000,25,White,16,16,16,1,6,2,0,0,26,Male
0,0,White,16,16,16,1,1,1,0,0,62,Female
5000,5,Black,12,NA,NA,7,2,2,3,3,33,Female
15000,15,White,12,12,12,8,1,1,0,0,64,Female
3000,3,White,8,8,8,8,4,2,2,2,22,Male
16000,16,White,12,12,12,6,1,1,0,0,49,Female
30000,30,White,14,14,14,8,6,2,1,1,27,Male
0,0,White,12,12,12,8,1,2,0,0,57,Female
10000,10,Black,12,12,NA,1,1,2,0,0,39,Female
15000,15,Black,12,12,12,1,5,2,7,7,28,Female
28000,28,White,12,12,12,1,2,2,0,0,46,Male
15000,15,White,12,NA,NA,2,2,2,2,2,45,Female
15000,15,White,12,12,12,6,1,2,3,3,69,Female
5000,5,White,6,NA,NA,8,1,2,0,0,76,Female
5000,5,White,12,NA,NA,7,7,1,7,7,53,Female
31500,31.5,White,14,14,14,2,4,2,0,0,35,Male
95000,95,White,18,18,18,7,2,2,3,3,52,Male
45000,45,White,17,17,17,7,1,1,0,0,61,Male
20000,20,White,12,NA,NA,4,1,2,0,0,53,Female
38000,38,White,12,12,12,1,2,1,7,7,40,Male
10000,10,White,8,8,NA,8,1,2,0,0,70,Male
15000,15,White,16,16,16,7,1,2,0,0,73,Female
30000,30,White,12,12,12,8,1,2,5,5,41,Male
35900,35.9,White,16,16,16,4,6,2,0,0,42,Male
12000,12,White,13,13,NA,1,7,2,1,1,22,Female
15000,15,White,15,15,15,2,1,2,7,7,35,Male
10000,10,White,16,16,16,2,2,1,0,0,25,Female
45000,45,White,18,18,18,7,5,2,0,0,44,Female
5000,5,White,12,12,12,4,5,2,3,3,19,Female
5000,5,White,11,11,11,8,1,1,0,0,25,Male
40000,40,White,16,16,16,8,6,2,0,0,56,Male
21500,21.5,White,12,12,12,8,6,1,4,4,27,Male
14000,14,White,12,NA,NA,8,1,1,4,4,62,Male
38000,38,Other,17,17,17,7,4,2,0,0,54,Male
1000,1,White,12,12,12,8,7,2,0,0,18,Female
14000,14,White,12,12,NA,8,1,2,4,4,73,Male
15000,15,White,12,12,12,8,2,1,1,1,31,Female
15000,15,White,16,16,16,6,2,1,0,0,23,Female
0,0,Hispanic,12,NA,NA,8,1,2,0,0,63,Female
25000,25,White,12,NA,NA,4,1,2,0,0,70,Female
24000,24,White,13,13,13,7,6,2,0,0,42,Female
4500,4.5,White,16,16,16,8,4,1,4,4,23,Female
18000,18,White,16,16,16,7,5,2,0,0,63,Female
35000,35,White,12,12,12,8,7,2,0,0,19,Female
14000,14,White,12,NA,12,2,2,2,0,0,20,Female
10000,10,White,12,12,12,1,1,2,7,7,28,Female
9500,9.5,White,12,12,12,2,1,1,1,1,32,Female
11000,11,White,15,15,15,1,1,2,0,0,66,Female
17000,17,White,12,12,12,8,5,2,0,0,67,Male
6000,6,White,13,13,13,8,6,2,0,0,28,Female
2500,2.5,White,11,NA,NA,8,1,2,0,0,58,Female
40000,40,White,16,16,16,7,5,2,0,0,41,Male
0,0,White,14,14,14,6,5,2,2,2,35,Female
25000,25,White,16,16,16,8,2,2,1,1,39,Male
15000,15,White,13,13,13,8,1,2,2,2,65,Female
28000,28,Black,15,15,15,8,2,1,0,0,60,Female
33000,33,Black,12,12,12,8,1,2,1,1,45,Female
5000,5,White,16,16,16,8,4,2,0,0,62,Female
4000,4,White,8,NA,NA,8,1,2,7,7,64,Female
0,0,White,12,12,NA,8,6,1,7,7,29,Female
4100,4.1,White,16,16,16,5,2,1,0,0,30,Male
5000,5,White,11,11,NA,1,1,2,0,0,76,Male
25000,25,White,12,12,12,1,1,2,0,0,82,Female
32000,32,White,12,12,NA,2,7,2,0,0,28,Male
15000,15,Hispanic,9,9,9,8,1,1,0,0,40,Male
15000,15,White,14,14,14,7,3,1,0,0,38,Male
13000,13,White,8,NA,NA,8,1,1,0,0,58,Female
8000,8,Hispanic,8,8,8,1,4,2,0,0,27,Male
0,0,Other,17,17,17,1,1,2,3,3,26,Female
0,0,White,13,13,13,5,4,2,0,0,56,Female
17000,17,White,12,12,12,8,2,2,1,1,38,Female
15000,15,White,12,12,12,8,1,2,0,0,77,Female
18000,18,White,13,13,13,8,4,2,0,0,32,Male
12000,12,White,12,12,12,7,7,2,1,1,24,Male
7000,7,White,7,7,7,7,1,2,1,1,49,Male
0,0,White,12,12,12,2,2,2,2,2,24,Female
1200,1.2,White,14,14,14,6,3,2,1,1,22,Female
0,0,White,12,12,12,6,7,2,0,0,18,Male
0,0,White,12,12,12,6,4,2,2,2,18,Female
14000,14,White,12,12,12,1,1,1,0,0,21,Male
17000,17,White,12,12,12,2,1,1,3,3,40,Female
30000,30,White,12,12,12,8,2,2,3,3,42,Male
5000,5,White,6,6,6,8,1,2,0,0,61,Male
0,0,White,10,NA,NA,1,4,2,0,0,63,Male
62000,62,White,12,12,12,7,1,2,0,0,81,Female
25000,25,White,12,NA,NA,4,1,2,0,0,53,Male
22000,22,Hispanic,12,12,12,5,2,2,0,0,33,Female
15000,15,White,12,12,12,5,4,1,2,2,21,Female
27000,27,White,12,12,12,3,3,2,3,3,91,Male
20000,20,White,16,16,16,3,5,2,0,0,26,Female
9000,9,White,11,11,11,8,7,2,2,2,34,Female
0,0,White,14,14,14,3,5,2,0,0,24,Female
17000,17,White,12,12,NA,4,5,2,0,0,30,Male
5000,5,White,14,14,14,8,1,2,4,4,21,Female
15000,15,White,12,12,12,1,1,1,4,4,21,Male
1800,1.8,White,12,12,12,6,1,2,7,7,46,Female
18000,18,White,12,12,12,3,1,2,1,1,46,Female
25000,25,White,18,18,18,8,1,2,0,0,42,Female
5000,5,Black,14,14,14,8,6,2,2,2,47,Female
20000,20,Black,16,16,16,8,5,2,2,2,41,Male
75000,75,White,15,15,15,7,4,2,1,1,40,Female
3500,3.5,White,12,12,12,6,3,2,0,0,40,Female
36000,36,White,12,NA,12,8,1,2,0,0,71,Female
30000,30,White,12,12,12,5,3,1,3,3,25,Male
25000,25,White,13,13,13,1,7,1,0,0,78,Female
1000,1,White,14,14,14,3,1,2,4,4,26,Female
60000,60,White,12,NA,NA,8,1,2,0,0,66,Male
5000,5,White,12,NA,NA,1,1,2,1,1,73,Female
35000,35,White,13,NA,13,8,1,2,0,0,76,Male
9000,9,White,13,13,13,8,1,1,0,0,33,Male
35000,35,White,9,9,9,7,1,2,0,0,84,Male
11000,11,White,10,10,10,6,1,1,0,0,58,Female
12000,12,White,12,12,12,8,6,2,0,0,52,Male
30000,30,White,12,12,12,7,4,1,0,0,43,Male
19000,19,Black,7,NA,NA,8,1,1,0,0,57,Male
5000,5,White,12,12,NA,2,1,2,0,0,46,Female
9000,9,White,9,NA,NA,1,1,1,0,0,61,Male
30000,30,White,16,16,16,7,2,2,0,0,29,Male
0,0,White,12,12,12,4,1,2,5,5,33,Female
9000,9,White,12,12,12,2,4,2,2,2,32,Male
15000,15,Hispanic,16,16,16,6,5,2,0,0,30,Female
8000,8,Black,12,12,12,8,5,2,3,3,31,Female
25000,25,White,8,NA,NA,8,1,2,7,7,45,Male
10000,10,White,10,10,10,4,1,2,0,0,75,Female
33000,33,White,12,NA,12,8,4,2,1,1,37,Male
5000,5,Black,10,NA,NA,8,7,2,0,0,60,Male
5000,5,Black,5,NA,NA,1,1,2,0,0,83,Female
15000,15,Black,9,NA,NA,8,1,2,0,0,65,Female
12000,12,Hispanic,12,12,12,8,1,2,7,7,28,Female
18000,18,White,15,15,15,3,4,1,2,2,37,Female
5000,5,Hispanic,8,8,8,5,1,2,0,0,33,Female
15000,15,Black,12,12,12,6,1,2,0,0,59,Female
30000,30,White,13,13,13,7,1,2,0,0,61,Female
12500,12.5,White,12,12,12,5,4,2,3,3,32,Female
10000,10,Black,12,NA,12,1,1,2,0,0,36,Female
8500,8.5,Black,13,13,13,1,1,2,0,0,71,Male
15000,15,White,13,13,13,1,2,2,0,0,36,Female
21000,21,Black,14,14,14,8,1,2,0,0,46,Male
0,0,White,12,12,12,8,6,2,0,0,29,Female
21000,21,White,12,12,12,2,1,2,0,0,77,Female
40000,40,White,12,12,12,7,2,2,0,0,47,Male
0,0,White,13,13,13,7,6,2,0,0,24,Female
21000,21,White,17,17,17,4,2,2,0,0,25,Female
0,0,White,13,13,13,2,5,2,4,4,39,Female
5000,5,White,12,12,12,4,1,2,0,0,52,Female
22000,22,White,17,17,17,2,1,2,2,2,36,Female
30000,30,White,14,14,14,8,4,2,0,0,26,Male
0,0,White,12,12,12,3,1,1,3,3,28,Female
123000,123,White,14,14,14,8,3,2,0,0,58,Female
8000,8,White,9,NA,9,8,1,2,4,4,45,Female
0,0,White,9,NA,NA,1,1,1,1,1,54,Female
0,0,White,8,8,8,7,1,1,0,0,56,Female
2000,2,White,9,9,NA,3,1,2,0,0,25,Female
7600,7.6,White,6,NA,6,5,1,2,0,0,62,Female
0,0,White,12,12,12,1,1,2,2,2,18,Female
5000,5,White,8,NA,NA,7,1,2,0,0,69,Female
15000,15,White,14,14,14,7,5,2,2,2,22,Male
5000,5,White,15,15,15,1,1,2,0,0,27,Female
15000,15,Black,12,12,12,5,1,2,0,0,30,Female
0,0,White,18,18,18,3,1,2,0,0,45,Female
10000,10,White,12,12,12,2,1,2,4,4,25,Female
35000,35,White,12,12,12,8,2,2,2,2,48,Male
15000,15,White,12,12,12,1,1,2,7,7,26,Female
15000,15,White,16,16,16,7,5,1,0,0,57,Female
4000,4,White,12,12,12,8,3,1,0,0,22,Female
16000,16,White,8,8,NA,2,6,2,0,0,24,Male
200,0.2,White,12,12,12,7,1,2,0,0,33,Female
23000,23,White,16,16,16,4,4,2,0,0,25,Male
16000,16,White,16,16,16,8,5,1,2,2,27,Female
0,0,White,12,12,12,2,1,2,1,1,27,Female
0,0,White,12,12,12,1,1,2,0,0,52,Female
6000,6,White,12,12,12,2,1,2,3,3,49,Female
600,0.6,White,9,9,9,8,1,2,0,0,46,Female
0,0,Black,16,16,16,5,1,2,1,1,36,Female
0,0,Black,14,14,14,8,1,2,2,2,61,Female
25000,25,Black,12,12,12,7,1,2,7,7,21,Female
0,0,White,12,12,12,1,1,2,0,0,25,Female
28000,28,Other,16,16,16,8,6,1,0,0,34,Male
15000,15,White,8,NA,NA,6,1,1,NA,NA,47,Female
4000,4,White,8,8,8,4,1,2,2,2,66,Female
15000,15,White,12,12,12,8,1,1,2,2,35,Male
15000,15,White,12,12,12,8,7,2,1,1,25,Male
25000,25,White,18,18,18,5,2,2,0,0,36,Female
5000,5,White,13,13,13,1,1,1,0,0,61,Male
0,0,White,10,NA,NA,2,6,1,2,2,35,Female
25000,25,White,12,12,12,4,5,1,0,0,30,Female
15000,15,White,12,12,12,5,1,2,1,1,26,Female
15000,15,White,12,12,NA,4,1,2,0,0,49,Female
40000,40,White,11,NA,NA,8,7,1,0,0,44,Male
30000,30,White,11,11,11,5,1,2,0,0,51,Male
5000,5,White,12,12,12,8,1,1,7,7,29,Female
35000,35,White,14,14,14,8,7,2,0,0,34,Male
16000,16,White,14,14,14,2,1,2,3,3,31,Female
5000,5,White,12,12,12,3,1,2,7,7,36,Female
28000,28,White,16,16,16,7,7,2,0,0,40,Female
20000,20,White,15,15,15,1,2,2,7,7,42,Male
21000,21,White,13,13,13,8,7,1,7,7,30,Male
17000,17,Black,12,NA,NA,7,4,1,2,2,42,Male
24000,24,White,13,13,13,7,1,1,0,0,50,Female
25000,25,White,12,12,12,8,1,2,0,0,75,Female
40000,40,White,12,12,12,4,7,2,1,1,46,Male
15000,15,White,9,9,9,2,2,2,0,0,25,Male
0,0,Hispanic,9,9,9,8,3,2,7,7,23,Female
0,0,White,13,13,13,6,6,2,0,0,20,Male
0,0,White,16,16,16,7,1,2,0,0,63,Female
8000,8,White,13,13,13,7,5,1,1,1,19,Female
19000,19,Hispanic,15,15,15,1,1,1,0,0,45,Female
5000,5,White,12,NA,12,1,1,2,0,0,76,Female
10000,10,Hispanic,11,NA,NA,8,3,2,2,2,36,Female
45000,45,White,16,16,16,7,6,1,0,0,69,Female
5000,5,Black,17,17,17,8,1,2,0,0,33,Male
0,0,White,14,14,14,7,5,2,0,0,21,Male
24000,24,Black,14,14,14,4,5,2,1,1,40,Female
5000,5,White,14,14,14,4,5,2,1,1,19,Female
15000,15,Hispanic,14,14,14,4,5,2,1,1,42,Female
33000,33,White,16,16,16,7,7,2,0,0,34,Male
24000,24,White,14,14,14,8,1,2,0,0,24,Female
6000,6,White,13,13,13,4,1,2,0,0,23,Female
90000,90,White,14,NA,NA,6,1,2,0,0,55,Female
0,0,White,16,16,16,6,2,2,4,4,45,Female
57000,57,White,18,18,18,7,6,2,0,0,47,Female
15000,15,White,14,14,14,3,2,2,0,0,21,Female
13800,13.8,White,14,14,14,4,1,1,1,1,54,Male
30000,30,White,18,18,18,4,2,2,1,1,37,Male
15000,15,White,12,12,12,4,3,1,3,3,40,Male
15000,15,White,14,14,14,7,1,2,0,0,75,Female
31000,31,White,12,12,12,8,7,2,1,1,29,Male
33000,33,White,17,17,17,8,7,2,1,1,40,Male
30000,30,White,18,18,18,8,1,2,0,0,61,Male
12000,12,White,12,12,12,2,1,2,0,0,38,Male
5000,5,White,12,12,12,6,1,2,0,0,22,Male
21000,21,White,12,12,12,6,6,2,0,0,59,Male
45000,45,White,12,12,12,8,7,1,0,0,59,Male
28000,28,White,18,18,18,2,4,2,0,0,46,Female
25000,25,White,9,9,9,1,1,2,0,0,62,Male
12000,12,White,12,12,12,3,2,2,2,2,31,Male
19000,19,White,12,12,12,8,2,2,0,0,46,Female
6000,6,White,14,14,14,8,1,2,6,6,35,Female
5300,5.3,White,13,13,13,1,1,2,0,0,60,Female
5000,5,Black,12,12,12,1,1,2,0,0,21,Female
15000,15,White,13,13,13,1,4,2,7,7,28,Female
5000,5,Black,2,NA,NA,1,1,2,0,0,90,Male
0,0,White,12,12,12,2,2,2,3,3,29,Female
15000,15,White,11,NA,NA,6,1,1,0,0,59,Female
17000,17,White,12,12,12,8,1,2,4,4,46,Male
4700,4.7,Black,12,NA,12,5,1,2,6,6,78,Female
5000,5,White,12,12,12,8,1,2,0,0,75,Female
0,0,White,12,12,12,1,1,2,0,0,18,Female
9500,9.5,White,12,12,12,3,1,2,0,0,65,Female
1700,1.7,White,12,12,12,8,1,2,1,1,22,Male
0,0,White,14,14,14,8,5,2,1,1,43,Female
5400,5.4,White,12,12,12,6,1,1,1,1,31,Female
10000,10,White,12,12,12,7,2,2,0,0,31,Male
25000,25,White,15,15,15,7,1,2,0,0,83,Female
0,0,White,12,12,12,6,3,2,2,2,39,Female
5000,5,White,13,13,NA,4,2,1,0,0,38,Male
25000,25,White,14,14,14,8,4,1,2,2,33,Female
15000,15,White,8,8,NA,8,1,2,0,0,82,Male
0,0,White,9,9,9,8,1,1,2,2,63,Female
15000,15,White,12,NA,NA,1,1,2,0,0,82,Female
25000,25,White,10,NA,NA,8,1,1,0,0,73,Female
30000,30,White,12,12,12,4,2,2,1,1,42,Male
35000,35,White,16,16,16,7,5,2,2,2,43,Female
25000,25,White,11,NA,NA,4,1,2,7,7,46,Female
28000,28,White,18,18,18,4,2,2,0,0,44,Female
42000,42,White,12,12,12,7,1,1,5,5,40,Female
45000,45,White,12,12,12,8,1,2,0,0,58,Male
55000,55,White,12,12,12,8,7,2,1,1,51,Female
5000,5,White,15,15,15,1,5,2,0,0,39,Female
62000,62,White,17,17,17,6,1,2,2,2,55,Male
36000,36,White,16,16,16,3,2,2,1,1,30,Female
15000,15,White,12,12,12,1,1,2,0,0,81,Female
25000,25,White,10,NA,NA,8,2,1,0,0,31,Male
19000,19,White,12,12,12,6,5,2,0,0,28,Male
38000,38,White,11,11,11,4,2,2,0,0,50,Male
15000,15,White,14,14,14,8,4,2,1,1,37,Female
4500,4.5,White,5,NA,NA,1,1,2,0,0,85,Female
96000,96,White,14,14,14,3,7,2,0,0,27,Female
11000,11,White,12,12,12,8,1,2,0,0,47,Female
9000,9,White,15,15,15,8,2,2,0,0,34,Male
5000,5,White,14,14,14,7,7,2,0,0,24,Female
50000,50,White,12,12,12,8,1,1,0,0,51,Male
0,0,White,12,NA,12,7,1,2,0,0,59,Female
5000,5,White,15,15,NA,8,1,2,0,0,56,Female
0,0,White,16,16,16,8,1,2,0,0,62,Female
6000,6,White,13,13,13,8,1,2,0,0,44,Female
100000,100,White,13,13,13,6,7,2,7,7,22,Male
16500,16.5,White,13,13,13,7,1,2,1,1,46,Female
25000,25,White,12,12,12,8,1,2,0,0,54,Male
0,0,White,12,12,12,8,7,2,0,0,18,Male
15000,15,Black,12,12,12,5,6,2,7,7,32,Female
15000,15,Black,14,14,14,2,2,2,0,0,26,Male
15000,15,Black,12,12,12,8,5,2,3,3,40,Female
32000,32,White,14,14,14,7,1,2,0,0,40,Male
30000,30,White,18,18,18,1,1,2,0,0,41,Male
10000,10,White,16,16,16,4,1,2,0,0,42,Female
15000,15,White,12,12,12,1,1,2,0,0,62,Female
0,0,White,12,NA,NA,1,1,1,1,1,35,Female
15000,15,White,12,12,12,8,5,2,0,0,19,Female
6500,6.5,White,8,8,8,5,1,2,0,0,83,Female
26000,26,White,18,18,18,6,5,2,0,0,63,Female
17000,17,White,12,12,12,8,3,2,0,0,59,Female
22000,22,Other,18,18,18,8,1,2,0,0,59,Female
10000,10,White,12,12,NA,8,1,2,0,0,41,Female
50000,50,White,14,14,14,8,7,2,0,0,58,Male
20000,20,White,12,12,12,6,1,2,0,0,35,Male
5000,5,White,12,NA,NA,3,1,2,0,0,67,Female
0,0,White,13,13,13,1,7,2,0,0,59,Female
400,0.4,White,12,12,12,4,5,1,3,3,31,Female
30000,30,White,12,NA,NA,7,1,1,0,0,67,Male
16000,16,White,14,14,14,5,1,2,1,1,59,Female
62000,62,White,14,14,14,6,2,2,1,1,43,Female
10000,10,White,12,NA,NA,3,1,2,0,0,66,Female
14000,14,White,13,13,13,4,6,2,0,0,58,Female
5000,5,White,15,15,15,3,2,2,5,5,20,Female
40000,40,White,16,16,16,5,4,2,0,0,34,Male
5000,5,White,13,13,13,8,1,1,2,2,55,Female
25000,25,White,17,17,17,1,1,1,0,0,47,Female
12000,12,White,12,12,12,2,1,2,1,1,51,Female
58000,58,White,16,16,16,4,7,2,5,5,34,Female
18000,18,White,16,16,16,4,2,2,1,1,26,Female
1000,1,White,12,12,12,7,5,2,0,0,18,Male
21000,21,White,17,17,17,6,7,2,1,1,47,Male
11000,11,Black,12,12,12,6,4,1,0,0,62,Male
15000,15,White,7,7,7,6,1,2,0,0,77,Male
13000,13,White,12,12,12,3,1,2,4,4,36,Female
0,0,White,12,12,12,8,1,1,0,0,53,Female
20000,20,Other,16,16,16,6,1,2,0,0,88,Female
25000,25,Black,12,12,12,5,7,1,1,1,35,Male
5000,5,Hispanic,8,8,8,7,1,1,0,0,74,Male
600,0.6,White,12,12,12,5,1,2,0,0,43,Female
25000,25,Black,14,14,14,2,4,2,1,1,26,Male
15000,15,White,12,NA,12,8,1,1,1,1,91,Male
36000,36,White,12,12,12,2,2,1,0,0,28,Male
15000,15,Other,13,NA,13,1,1,2,0,0,33,Female
35000,35,White,14,14,14,8,5,2,3,3,36,Female
3500,3.5,White,12,12,12,8,1,2,0,0,51,Female
19005,19.005,White,16,16,16,1,7,1,1,1,34,Female
62000,62,White,14,14,14,1,6,2,0,0,54,Male
62000,62,White,16,16,16,7,1,2,0,0,35,Male
25000,25,White,12,12,12,8,2,2,1,1,42,Male
50000,50,White,12,NA,NA,8,1,2,0,0,52,Male
0,0,White,12,12,12,1,1,1,1,1,28,Female
0,0,White,13,13,13,5,1,2,0,0,26,Female
40000,40,White,12,12,12,8,6,1,0,0,61,Male
26000,26,White,18,18,18,2,4,2,1,1,26,Male
5000,5,White,12,NA,12,8,1,2,0,0,72,Female
22000,22,White,12,12,12,2,2,1,0,0,48,Female
21000,21,White,17,17,17,8,1,2,1,1,39,Female
6108,6.108,White,12,12,12,1,1,2,0,0,65,Female
30000,30,Black,18,18,18,8,4,1,3,3,64,Female
15000,15,White,11,NA,11,8,1,2,3,3,68,Female
15000,15,White,12,12,12,2,2,2,0,0,79,Female
6000,6,White,12,12,12,1,1,2,0,0,78,Female
15000,15,White,8,NA,NA,6,1,2,0,0,75,Female
27000,27,White,16,16,16,7,1,2,2,2,29,Male
5000,5,Hispanic,10,10,NA,2,1,2,0,0,26,Female
4000,4,White,16,16,16,7,1,2,7,7,42,Female
4416,4.416,Other,6,NA,NA,5,1,2,2,2,72,Female
5000,5,White,12,12,12,3,1,1,0,0,39,Female
5000,5,Black,9,NA,NA,3,1,1,7,7,62,Female
30000,30,White,16,16,16,8,1,1,0,0,33,Female
0,0,White,12,12,12,8,6,2,0,0,76,Female
5000,5,White,10,NA,NA,8,1,2,0,0,87,Female
0,0,White,9,9,9,1,1,2,0,0,75,Female
45000,45,White,18,18,18,1,7,2,0,0,40,Male
18000,18,White,14,14,14,5,1,2,3,3,45,Female
6000,6,White,15,15,15,8,6,2,0,0,22,Female
0,0,White,12,12,NA,7,1,2,1,1,49,Female
14000,14,White,12,12,12,4,4,2,0,0,24,Male
35000,35,White,14,14,14,1,1,2,7,7,24,Female
15000,15,White,16,16,16,8,6,1,0,0,29,Female
12000,12,Black,12,12,12,6,3,2,2,2,29,Female
1000,1,White,12,NA,NA,5,7,2,7,7,47,Female
32000,32,Black,15,15,15,2,2,2,1,1,33,Male
15000,15,White,15,15,15,8,3,1,0,0,25,Female
62000,62,White,17,17,17,8,7,2,4,4,36,Male
5000,5,White,12,12,12,5,6,2,0,0,20,Male
1500,1.5,White,12,12,12,8,6,2,1,1,19,Male
30000,30,White,12,12,12,8,6,2,0,0,18,Female
5000,5,White,13,13,13,8,1,1,0,0,19,Female
3000,3,Black,16,16,16,3,1,2,0,0,23,Female
35000,35,White,15,15,15,8,2,2,0,0,42,Male
35000,35,White,12,12,12,7,5,2,7,7,42,Female
0,0,White,12,12,12,4,4,2,0,0,45,Female
0,0,White,16,16,16,7,6,2,7,7,29,Female
70000,70,White,15,15,15,4,1,1,0,0,48,Male
21000,21,White,16,16,16,4,7,2,4,4,28,Female
50000,50,White,11,11,11,2,5,2,1,1,18,Male
15000,15,White,9,9,9,8,7,1,3,3,21,Male
0,0,Hispanic,10,NA,NA,2,2,1,5,5,18,Male
15000,15,White,12,NA,NA,1,1,1,0,0,30,Female
0,0,Black,12,12,12,5,7,2,2,2,20,Male
5000,5,Black,9,NA,NA,8,1,2,7,7,63,Female
9000,9,Black,8,8,8,2,1,2,0,0,35,Female
25000,25,White,12,12,12,1,1,1,0,0,37,Male
15000,15,Black,14,14,14,6,1,2,0,0,63,Female
10000,10,Black,14,14,14,8,5,2,1,1,25,Female
0,0,White,12,12,12,6,1,1,1,1,60,Female
5000,5,Black,18,18,18,6,6,2,1,1,43,Female
87000,87,White,12,12,12,8,1,2,1,1,81,Male
30000,30,White,12,12,12,4,1,2,0,0,47,Male
16000,16,White,14,NA,14,5,7,2,0,0,21,Male
20000,20,White,12,12,12,8,2,1,0,0,51,Male
0,0,White,12,12,12,2,1,2,0,0,45,Female
100000,100,White,17,17,17,5,1,2,0,0,54,Male
62000,62,White,12,12,12,6,1,2,1,1,69,Male
10000,10,White,12,12,12,6,1,2,0,0,43,Female
62000,62,White,18,18,18,1,1,2,0,0,35,Female
35000,35,White,14,14,14,7,2,2,0,0,63,Male
7000,7,White,16,16,16,8,4,2,2,2,31,Female
0,0,White,12,12,12,1,1,2,1,1,62,Female
0,0,White,12,12,12,1,1,2,0,0,52,Female
0,0,White,11,11,NA,2,4,2,7,7,38,Female
8000,8,Black,14,14,NA,1,6,2,0,0,27,Male
11000,11,White,10,10,10,5,1,1,0,0,50,Male
25000,25,White,9,9,NA,8,7,2,1,1,47,Male
25000,25,White,14,14,14,4,1,1,0,0,45,Female
30000,30,White,14,14,14,1,1,2,1,1,48,Male
15000,15,White,12,12,12,1,1,2,7,7,29,Female
0,0,White,12,12,12,6,5,2,3,3,26,Male
48000,48,White,18,18,18,4,7,1,0,0,34,Female
17000,17,White,12,12,NA,2,1,2,0,0,46,Female
15000,15,White,12,NA,NA,4,1,2,0,0,69,Male
25000,25,White,12,NA,NA,4,2,1,0,0,64,Male
0,0,White,8,NA,NA,8,1,2,0,0,70,Female
26000,26,White,16,16,16,8,7,2,0,0,24,Male
25000,25,White,12,12,12,8,1,2,0,0,32,Male
10000,10,White,12,12,12,7,2,2,1,1,61,Female
25000,25,White,18,18,18,6,1,1,0,0,50,Female
0,0,White,11,11,11,7,1,2,0,0,57,Female
60000,60,White,18,18,18,8,5,2,0,0,53,Male
22000,22,White,18,18,18,7,5,2,0,0,29,Female
5000,5,White,12,12,12,5,6,2,0,0,20,Female
15000,15,White,12,12,12,8,1,2,1,1,77,Male
5000,5,White,12,12,12,3,7,2,0,0,64,Female
15000,15,White,16,16,16,8,1,1,7,7,44,Male
6200,6.2,White,13,13,13,5,1,2,0,0,83,Female
24000,24,White,16,16,16,2,2,1,7,7,32,Female
20000,20,White,14,14,14,8,7,2,2,2,40,Male
7000,7,White,14,14,14,6,1,2,0,0,30,Female
0,0,Black,12,12,12,1,6,2,1,1,19,Male
5000,5,White,15,15,15,4,1,2,1,1,29,Female
15000,15,White,12,NA,NA,7,6,1,0,0,60,Female
30000,30,Black,16,16,16,8,1,2,3,3,48,Female
23000,23,White,18,18,18,8,7,2,3,3,28,Female
20000,20,White,12,12,12,2,1,2,0,0,40,Female
3000,3,White,16,16,16,8,6,2,1,1,29,Female
0,0,White,12,12,12,4,7,2,5,5,31,Female
30000,30,White,16,16,16,2,4,2,0,0,41,Male
12000,12,White,14,14,14,8,5,2,1,1,23,Female
35000,35,White,5,NA,NA,1,1,2,7,7,73,Female
0,0,White,7,7,7,8,1,2,4,4,41,Female
0,0,White,10,NA,NA,2,1,1,4,4,37,Female
40000,40,White,12,12,12,8,4,2,0,0,38,Male
15000,15,White,14,14,14,4,1,2,5,5,23,Female
36000,36,White,16,16,NA,4,1,2,7,7,45,Female
10000,10,White,12,12,12,1,1,1,0,0,53,Female
0,0,White,11,NA,NA,4,1,2,0,0,65,Female
13000,13,White,14,14,14,7,1,2,0,0,48,Female
0,0,White,12,12,NA,1,1,1,7,7,59,Female
0,0,White,14,14,14,6,5,2,2,2,41,Female
10000,10,Black,12,12,NA,2,1,2,6,6,27,Female
30000,30,Hispanic,12,12,12,4,4,2,0,0,37,Male
5000,5,White,11,11,11,5,5,2,1,1,18,Male
25000,25,White,12,12,12,3,5,2,2,2,33,Female
23000,23,White,13,13,13,8,1,1,0,0,32,Male
20000,20,White,17,17,17,8,4,2,0,0,68,Male
19000,19,White,13,13,13,2,1,2,1,1,82,Female
62000,62,White,16,16,16,6,7,2,1,1,60,Female
20000,20,Black,11,11,11,7,7,2,0,0,66,Male
28000,28,Black,14,14,14,5,7,2,0,0,63,Male
13000,13,White,10,10,NA,8,1,2,7,7,80,Female
